Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
"PENODAAN DAN PENISTAAN AGAMA
(Analisis Putusan Pengadilan Negeri Sampang No.69/PID.B/2012/PN.SPG)

", Sugeng ," Dr. Eny Suastuti, S.H., M.H.","Dr. Erma Rusdiana, S.H., M.H.","Para ulama, Para Kyai dan tokoh masyarakat menganggap Tajul Muluk telah melukai perasaan ummat Islam karena mengajarkan ajaran yang menyimpang dari agama Islam sebagaimana fatwa Majelis Ulama Indonesia Kabupaten Sampang No. A-035/MUI/Spg/I/2012 tanggal 1 Januari 2012 yang menyatakan bahwa ajaran yang disebarluaskan oleh  Tajul Muluk sesat dan menyesatkan, ajaran yang disebarluaskan oleh Tajul Muluk merupakan penistaan dan penodaan terhadap Agama Islam. Tujuan yang hendak dicapai dalam penelitian ini adalah Untuk mengetahui dan menganalisis konsep penistaan dan penodaan agama dalam putusan Pengadilan Negeri Sampang No. 69/Pid.B/2012/ PN.Spg. Oleh karena itu permasalahan yang diangkat adalah konsep penistaan dan penodaan agama serta ketepatan hakim dalam memberikan vonis pada putusan Pengadilan Negeri Sampang No. 69/Pid.B/2012/ PN.Spg., yang menyatakan Tajul Muluk terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana “Melakukan perbuatan yang pada pokoknya bersifat penodaan terhadap agama Islam 
Penelitian ini adalah penelitian hukum normatif dengan pendekatan-pendekatan yang digunakan antara lain ; 1) pendekatan perundang-undangan (statute approach), 2) pendekatan kasus (case approach). Bahan hukum primer didapatkan dengan melakukan telaah pada Putusan PN Sampang No. 69/PID.B/2012/PN.SPG. dan semua peraturan perundang-undangan yang bersangkut paut dengan isu hukum yang sedang dibahas yaitu konsep penistaan dan penodaan agama, yang relevan dan berkorelasi langsung dengan Pasal 156a KUHP dan UU 11/2008 tentang Informasi dan Transaksi Elektronik dan aturan lain terkait. 
Pertimbangan hakim dalam putusan Pengadilan Negeri Sampang Nomor: 68/Pid.B/2012/PN.SPG mengenai unsur-unsur tindak pidana penodaan agama sebagaimana dimaksud dalam Pasal 156a KUHP sudah tepat dan sesuai, karena berdasarkan fakta di persidangan perbuatan terdakwa sudah memenuhi kriteria tindak pidana penodaan agama dalam Fatwa MUI dan Pasal 156a KUHP. Putusan yang dijatuhkan oleh majelis hakim kepada terdakwa juga sudah sesuai hal ini berdasarkan teori keseimbangan, teori pendekatan intuisi, teori pendekatan ilmu dan teori ratio decidendi yang sudah mempertimbangkan 3 aspek Pedoman Perilaku Hakim (Code Of Conduct / kode etik) yaitu aspek yuridis, aspek filosofis dan aspek sosiologis.

Kata Kunci : Penodaan Agama, Hukum Normatif, Transaksi Elektronik 
",24
"PENEGAKAN HUKUM  TINDAK PIDANA NARKOTIKA DI POLRES BANGKALAN 
(Studi di Desa Parseh) 
", BAMBANG SUGIYARTO  ," Dr. Eny Suastuti, S.H., M.H.","Dr. Erma Rusdiana, S.H., M.H.","Tindak pidana merupakan suatu tindakan atau perbuatan yang dilakukan oleh manusia yang mana perbuatan tersebut dilarang oleh undang-undang hukum pidana. Salah satu tindak pidana yang sering terjadi di Indonesia adalah Narkotika. Secara umum permasalahan Narkotika dapat dibagi menjadi tiga bagian yang saling berkaitan, yaitu adanya produksi gelap Narkotika, perdagangan gelap Narkotika, dan penyalahgunaan Narkotika. Permasalahan dalam penelitian ini adalah bagaimanakah penegakan hukum tindak pidana narkotika di Desa Parseh, Jaddih yang dikenal sebagai Kampung Narkotika. Penelitian merupakan  jenis penelitin sosio legal reseach, yang dilakukan dengan menggunakan pendekatan yuridis normatif dan yuridis empiris. Data yang digunakan adalah data primer dan data sekunder .Sedangkan pengolahan data yang diperoleh dengan cara identifikasi, editing,klasifikasi dan sistematis. Dari penenelitian  yang  telah dilakukan diperoleh hasil bahwa Dalam penegakan hukum tindak pidana narkotika termasuk di  dalamnya di wilayah Parseh yang terkenal sebagai kampung Narkoba, Polres Bangkalan berkoordinasi dengan Polda  Jatim dan BNNP. BNNP Jawa Timur membentuk tim assessment. Dimana terdapat tiga bidang yang turut andil dalam keberhasilannya dalam memerangi peredaran gelap dan penyalahgunaan Narkoba di Jawa Timur. Tiga bidang tersebut meliputi Bidang Pencegahan dan Pemberdayaan Masyarakat (P2M), Bidang Rehabilitasi, dan Bidang Pemberantasan. Bahwa dalam hal ini penyidik polri menyerahkan tersangka kepada tim assessment terpadu. Polres Bangkalan berdiri di garda depan terhadap upaya penanggulangan penyalahgunaan NARKOBA di wilayah Bangkalan. Untuk itulah, telah dilakukan 3 (tiga) langkah strategis dalam konteks penanggulangan tindak pidana  narkotika yaitu preemptif, preventif  dan represif.

Kata kunci : Penegakan Hukum, Tindak Pidana Narkotika, Polisi
",24
DASAR PERTIMBANGAN HAKIM DALAM MENJATUHKAN SANKSI  PIDANA DALAM KASUS NARKOTIKA, SYAFRIWANTO," Dr. Eny Suastuti, S.H., M.H.","Dr. Erma Rusdiana, S.H., M.H.","Penelitian ini dilatarbelakangi oleh disparaitas putusan Hakim dalam memutus dan/ atau menentukan sanksi pidana terhadap penyalahguna narkotika yaitu sanksi pidana dan sanksi rehabitasi. Ada pertimbangan , perberdaan pemahaman dan perbedaan semangat  Hakim dalam menerapkan UU No. 35  tahun 29. Permasalahan  dalam  penelitian  ini  adalah  Apakah  tepat pertimbangan Hakim pada putusan No. 57/PID.SUS/2018/PN.BKL dan putusan No. 324/PID.SUS/2017/PN.BKL dalam perkara penyalahgunaan narkotika oleh karenanya jenis penelitian hukum dalam Tesis ini merupakan penelitian yuridis normatif, dengan menggunakan pendekatan secara (statute approach) dan (conseptual approach). Hasil penelitian menunjukkan bahwa Hakim dalam menjatuhkan putusan terhadap pelaku penyalahguna narkotika sebagaimana dimaksud dalam Pasal 127 ayat (1) Undang-Undang Nomor 35 Tahun 2009  harus memperhatikan ketentuan Pasal 54 Undang-Undang Nomor 35 Tahun 2009. Dalam menentukan seorang pelaku penyalahguna narkotika dikategorikan sebagai pecandu narkotika yang wajib direhabilitasi harus melalui proses assesmen yang dilakukan setelah adanya permintaan penyidik dan memenuhi kriteria sebagaimana dimaksud dalam ketentuan SEMA Nomor 4 Tahun 2010. Apabila penyalahguna narkotika terbukti merupakan pecandu atau korban penyalahgunaan narkotika maka majelis hakim wajib memberikan putusan untuk merehabilitasi pecandu narkotika dan tidak boleh menjatuhkan sanksi pidana kepada pecandu narkotika tersebut kecuali apabila pecandu narkotika tersebut juga terlibat dalam tindak pidana peredaran gelap narkotika.

Kata Kunci :  Putusan Hakim; Penyahguna narkotika; Sanksi pidana; Rehabilitasi
",24
"KEWENANGAN JAKSA PENUNTUT UMUM KOMISI
PEMBERANTASAN KORUPSI PADA PELAKSANAAN PUTUSAN
PENGADILAN TINDAK PIDANA KORUPSI"," R. SUKARDONO KUSUMA, SH"," Dr. Eny Suastuti S,H, M.Hum. ","Dr. Erma Rusdiana, S.H., M.H.","Judul skripsi ini ""Kewenangan Jaksa Penuntut Umum Komisi PemberantasanKorupsi Pada Pelaksanaan Putusan Pengadilan Tindak Pidana Korupsi Putusan Tindak Pidana Korupsi yang Telah Inkracht dilandaskan pada penelitianyuridisnoratif,menggunakan pendekatan peraturan perundang-undangan, pendekatan konseptual dan pendekatan kasus. Peraturan perundang-undangan
Di lndonesia sesungguhnya telah mengatur mengenai kewenangan eksekusiputusan tindak pidana yaitu Undang-Undang Nomor 8 Tahun 1981 tentang Hukum Acara Pidana,Undang-Undang Nomor 16 Tahun 2004 tentang Kejaksaan Republik Indonesia, dan Undang-Undang Nomor 48 Tahun 2009 tentang Kekuasaan Kehakiman. Korupsi sebagai salah satu tindak pidana luar biasa,selain kepolisian, kejaksaan dan lembaga lain yang diberikan wewenang dalam upaya pemberantasan tindak pidana korupsi,Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-undang Nomor 20 Tahun 2001 tentang Perubahan atas Undang-undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi, memberikan amanat untuk membentuk Komisi Pemberantasan Korupsi.Dengan disahkan Undang-Undang Nomor 30 Tahun2002 tentang Komisi Pemberantasan Tindak Pidana Korupsi,maka dibentuklah Komisi Pemberantasan Korupsi (KPK). Dalam melaksanakan tugas darkewenangannya, KPK mengacu pada Undang-Undang Nomor 30 Tahun 2002 tentang Komisi Pemberantasan Tindak Pidana Korupsi. Mengenai pelaksanaan eksekusi putusan tindak pidana korupsiyang telah inkracht, pada prakteknya KPK memiliki kewenangan eksekutorial atas putusan tindak pidana korupsi yang telah inkrach Namun,apabila merujuk pada Undang-Undang Nomor 30 Tahun 2002 tentang Komi Pemberantasan Tindak Pidana Korupsi, tidak ada satupun pasal yang menyebutkan adanya kewenangan jaksa pada KPK untuk melaksanakan eksekusi putusan tindak pidana korupsi yang telah inkracht. Suatu kewenangan dapat diperoleh dari manddelegasi maupun atribusi. Tindakan KPK melaksanakan eksekusi putusan tindak pidana korupsi yang telah inkracht tanpa dasar kewenangan yang jelas menimbulkan akibat hukum terhadap tindakan KPK dalam melaksanakan melaksanakan esksekusi tersebut.

Kata Kunci : Kewenangan, Jaksa, KPK 
",24
CONSTITUTIONAL COMPLAINT SEBAGAI PERLINDUNGAN HUKUM TERHADAP PUTUSAN MAHKAMAH KONSTITUSI YANG MELANGGAR HUKUM ACARA (TINJAUAN KASUS PUTUSAN NO : 02-11-08-16/PHPU.DPR-DPRD/XII/2014)," ZAINAL ARIFIN, SH"," Prof.Dr NUNUK NUSWARDANI,SH, MH","Dr.SAFI' , SH,MH","Pasal 35 Ayat (1) Undang – undang No 24 Tahun 2003 tentang Mahkamah Konstitusi berbunyi Pemohon dapat menarik kembali permohonan sebelum atau selama pemeriksaan Mahkamah Konstitusi dilakukan. Pasal tersebut diatas dengan tegas menyebutkan bahwa Pemohon mempunyai hak untuk mencabut Permohonannnya. Akan tetapi pada perkara No : 02-11-08-16/PHPU.DPR-DPRD/XII/2014) Mahkamah Konstitusi dalam putusannya tetap memasukkan perkara aquo dalam putusannya, walapupun terdapat adanya pencabutan Permohonan Pemohon yang terdaftar dalam register kepaniteraan Mahkamah Konstitusi. Setelah adanya pencabutan maka tidak ada lagi persidangan selanjutnya terkait sengketa perselisihan hasil pemilihan umum Anggota DPRD Kabupaten Sumenep dapil 5 antara Partai Amanat Nasional (PAN) selaku Pemohon dengan KPU selaku Termohon. Bahkan MK mengabulkan permohonan pemohon untuk seluruhnya. Mengingat sifat putusan Mahkamah Konstitusi adalah Final dan Mengikat. Oleh karena itu perlu dilakukan kajian bagaimana kedudukan hukum putusan MK yang melanggar hukum acara serta apakah ada perlindungan hukum terhaddap putusan tersebut bagi pihak yang dirugikan? Dari penelitian hukum normatif yang dilakukan dengan metode pendekatan perundang – undangan dan pendekatan konseptual, bahwa Putusan tersebut adalah cacat hukum sehingga putusan tersebut batal demi hukum. Perlindungan hukum terhadap pihak yang dirugikan atas putusan tersebut adalah Constitutional Complaint atau pengaduan konstitusional.",24
KEKUATAN MENGIKAT HASIL MEDIASI SENGKETA WARIS MASYARAKAT MADURA, AFDOLUL ANAM," Dr. H. Moh. Amir Hamzah, S.H., M.H.","Dr. Uswatun Hasanah, S.H., M.Hum","ABSTRAK
Mediasi adalah salah satu alternatif dan cara penyelesaian suatu persengketaan di mana para pihak-pihak yang bersengketa menyerahkan penyelesaiannya kepada seorang mediator dengan maksud untuk meperoleh hasil yang adil dan diterima oleh para pihak yang bersengketa. Sengketa waris pada masyarakat Madura yang diselesaikan melalui mediasi melibatkan tokoh masyarakat (kepala desa atau kiai) sebagai penengah atau mediator. Mediator dalam hal ini tokoh masyarakat (kepala desa atau kiai) memiliki peran menentukan dalam suatu proses mediasi. Gagal tidaknya mediasi juga sangat ditentukan oleh peran yang ditampilkan oleh mediator. Tujuan penelitian ini untuk menggambarkan pelaksanaan prinsip-prinsip penyelesaian sengketa waris melalui mediasi pada masyarakat Madura
Metode penelitian ini menggunakan penelitian yuridis sosiologis. Sedangkan teknik analisis datanya menggunakan teknik analisis deskriptif kualitatif. 
Hasil dari penelitian ini adalah Pada masyarakat Madura yang relatif memiliki nilai religius, penyelesaian sengketa waris melalui mediasi sering diselesaikan secara musyawarah keluarga dalam (keluarga hubungan sedarah) atau sesepuh keluarga, hal ini dikarenakan bagi masyarakat Madura jika ada permasalahan sengketa waris sampai didengar orang lain meruapakan sebuah aib bagi keluarga yang bersengketa. Alternatif terakhir jika tidak menemui kata sepakat maka akan diselaikan dihadapan Kepala Desa, dengan hasil kesepakatan yang dituangkan dalam akte perdamaian. Hasil mediasi menjadi kekuatan mengikat bagi kedua belah pihak dikarenakan saling menghormati terhadap kesepakatan yang dibuat oleh para pihak dan disaksikan oleh kepala Desa, sesepuh keluarga dan tokoh masyarakat tanpa didaftarkan ke Pengadilan Negeri dan menjadi kekuatan mengikat bagi para pihak yang bersengketa karena penyelesaian sengketa waris melalui mediasi merupakan atas keinginan dan kemuan mereka sendiri secara sukarela.
Kata Kunci : Kekuatan mengikat, mediasi, sengketa waris, masyarakat Madura
",24
KEDUDUKAN ORGANISASI PERSATUAN GURU REPUBLIK INDONESIA BERDASARKAN UNDANG-UNDANG NOMOR 14 TAHUN 2005 TENTANG GURU DAN DOSEN, SUBUR," Dr. YUDI WIDAGDO HARIMURTI, SH., MH.","Dr. DEVI RAHAYU, SH., MH.","Pembentukan organisasi profesi adalah amanat UUD NRI 1945 sebagai jaminan kebebasan berserikat, berkumpul, dan mengeluarkan pendapat yang diberikan negara kepada setiap individu maupun kelompok yang mempunyai profesi tertentu. Organisasi profesi guru adalah perkumpulan yang berbadan hukum yang didirikan dan diurus oleh guru untuk mengembangkan profesionalitas guru. Pasca reformasi banyak organisasi guru yang bermunculan diantaranya adalah Ikatan Guru Indonesia yang (IGI), Persatuan Guru Seluruh Indonesia yang (PGSI), Federasi Serikat Guru Indonesia (FSGI), dan Forum Guru Ilmu Pengetahuan Sosial (FOGIPSI). Dengan banyaknya organisasi profesi guru yang bermunculan akan membawa dampak memecah belah persatuan guru yang sudah berikrar untuk bersatu setelah kemerdekaaan Indonesia. PGRI tidak disebutkan dalam UU Nomor 14 Tahun 2005 tentang Guru dan Dosen sebagai organisasi profesi guru sedangkan PGRI lahir sebelum UUGD ini disahkan.
 Tujuan penelitian ini antara lain yaitu mengetahui kedudukan hukum PGRI sebagai organisasi profesi pra dan pasca berlakunya Undang-Undang Guru dan Dosen dan penataan hukum yang bisa dilakukan agar PGRI menjadi organisasi tunggal dari organisasi profesi guru berdasarkan Undang-Undang Guru dan Dosen. Jenis penelitian yang digunakan dalam penelitian ini adalah penelitian hukum normatif. Dalam penelitian ini pendekatan yang digunakan yaitu pendekatan perundang-undangan (statue approach).
 Hasil penelitian dan pembahasan menjelaskan salah satu faktor utama mengapa PGRI tidak secara eksplisit disebutkan dalam UUGD sebagai organisasi profesi seperti pada undang-undang profesi lainnya adalah mengenai penyebutan secara tegas nama organisasi profesinya. Hal ini terkait mengenai struktur keanggotan PGRI itu sendiri yang tidak sesuai dengan pengertian organisasi profesi guru dalam UUGD. Permasalahan mengenai tatanan organisasi PGRI dapat diselesaikan yang paling signifikan melalui perubahan atau revisi UUGD. Seharusnya bunyi Pasal 41 UUGD dapat ditambah dengan menyebut “Organisasi Profesi Guru adalah Persatuan Guru Republik Indonesia”. Upaya lainnya adalah perubahan AD/ART PGRI sebagai dasar pelaksanaan PGRI terutama pada bagian keanggotaan.
",24
PEMEKARAN DAERAH SEBAGAI UPAYA KONSTITUSIONAL PEMBENTUKAN DAERAH OTONOM BARU (DOB), MARKUS," Dr. Yudi Widagdo Harimurti, S.H., M.H.","Dr. Rina Yulianti, S.H., M.H.","ABSTRAK
Pemekaran daerah pada otonomi daerah seakan mempunyai daya tarik tersendiri, sehingga tidak heran jika terus menjadi perbincangan di berbagai kalangan. Penelitian ini berupaya untuk menganalisis, mengatahui dan membandingkan peraturan-peraturan pemekaran daerah dalam peraturan perundang-undangan yang paling sesuai dengan Undang-Undang Dasar Republik Indonesia Tahun 1945 serta untuk menemukan dan mengetahui landasan konstitusional pemekaran daerah dalam bingkai Negara Kesatuan Republik Indonesia. Penelitian ini merupakan jenis penelitian hukum yuridis normatif dan memakai pendekatan konspetual melalui studi pustaka penelitian ini kemudian menyimpulkan bahwa setiap daerah boleh mengajukan pemekaran daerah yang bertujuan menjadikan daerah tersebut menjadi daerah otonom baru yang mana ada syarat yang harus terpenuhi, prasyarat tersebut diatur di Undang-Undang Nomor 23 Tahun 2014 Tentang Pemerintahan Daerah.

Kata Kunci : Pemekaran. Daerah, otonomi
",24
 DAMPAK PERATURAN PEMERINTAH NOMOR 49 TAHUN 2018 TENTANG MANAJEMEN PEGAWAI PEMERINTAH DENGAN PERJANJIAN KERJA TERHADAP STATUS TENAGA HONORER PEMERINTAH, SILVIANA INDAH JUNYANTI," Dr. Yudi Widagdo Harimurti., S.H., M.H.","Dr. Safi’., S.H., M.H.","Sistem Pemerintahan Daerah  yang  memperbolehkan  mengangkat tenaga honorer menjadikan pagu belanja negara lebih banyak ke pembayaran gaji pegawai non PNS. Sehingga mengakibatkan pemerintah pusat membuat kebijakan dalam Peraturan Pemerintah Nomor 49 Tahun 2018 Tentang Manajemen Pegawai Pemerintah Dengan Perjanjian Kerja. Namun peraturan tersebut lebih mengatur tentang jabatan fungsional dan dengan berlakunya aturan tersebut membuat tenaga honorer dihapuskan dan berganti dengan sebutan PPPK. Pengangkatan PPPK tersebut harus melalui seleksi nasional yang diikuti oleh seluruh kalangan masyarakat yang berusia paling rendah 20 (dua puluh tahun) tahun dan paling tinggi 1 (satu) tahun sebelum masa pensiun sesuai ketentuan perundang-undangan, yang berarti bahwa tenaga honorer yang ada harus ikut bersaing dengan pelamar umum. Hak dan kewajiban serta jangka waktu perjanjian kerja PPPK juga tidak sama, padahal tata cara pengadaan PPPK sama dengan pengangkatan CPNS. Dengan menggunakan teori good governance, teori perlindungan hukum, dan teori kebijakan publik maka diharapkan dapat menjadi solusi dan memudahkan tenaga honorer yang berkompeten dan dibutuhkan oleh instansi untuk dapat diterima sebagai PPPK melalui jalur khusus.

Kata Kunci : Tenaga Honorer, PPPK, Kebijakan Publik.

",24
KEWENANGAN KANTOR PERTANAHAN DALAM MENYELESAIKAN SENGKETA PERTANAHAN SECARA MEDIASI DI WILAYAH MADURA, HAMIDI," Dr. Indien Winarwati, S.H., M.H","Dr. Djulaeka, S.H., M.Hum ","Permasalahan sengketa pertanahan merupakan masalah kompleks yang menyangkut kepentingan hak, baik secara pribadi, kelompok masyarakat maupun badan hukum. Disamping tanah merupakan kebutuhan primer juga mempunyai nilai harga jual yang cukup dominan. Pada masyarakat Madura yang tergolong dalam katagori masyarakat religius dan komunal persoalan yang menyangkut sengketa dibidang pertanahan tidak pernah surut bahkan cenderung meningkat sampai dibawa ke ranah pengadilan. Langkah yang efektif untuk menyelesaikan sengketa pertanahan yang terjadi diantara mereka tanpa mengeluarkan biaya yaitu melalui mediasi atau musyawarah dan mufakat di Kantor Pertanahan Nasional. Mediasi adalah salah satu bagian dari alternatif penyelesaian sengketa (APS), diluar pengadilan, di samping negosiasi, arbitrase, dan pengadilan dengan kesepakatan para pihak yang bersengketa.
Isu hukum dalam peneletian ini adalah bagaimana mekanisme mediasi sengketa tanah di Kantor Pertanahan Nasional di wilayah Madura serta Bagaimana pelaksanaan kewenangan mediator dalam penyelesaian sengketa tanah di Kantor Pertanahan Nasional di wilayah Madura.
Hasil penelitian menjelaskan bahwa mekanisme mediasi sengketa tanah di Kantor Pertanahan Nasional di wilayah Madura merupakan mekanisme sengketa tanah secara mediasi di bidang keperdataan dengan tujuan untuk memperoleh kepastian hukum. Penyelesaian sengketa pertanahan merupakan suatu kewenangan yang diberikan Badan Pertanahan Nasional terhadap para pihak untuk dapat menyelesaikan suatu permasalahan di bidang pertanahan secara mediasi sejak diundangkannya Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Nomor 11 Tahun 2016 tentang Penyelesaian Kasus Pertanahan yang menyatakan bahwa penyelesaian sengketa atau konflik dapat dilakukan melalui mediasi di Kantor Pertanahan Nasional. Mekanisme mediasi di Kantor Pertanahan Nasional di wilayah Madura secara umum dari pra mediasi, mediasi dilaksanakan tidak sesuai dengan Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Republik Indonesia Nomor 11 Tahun 2016 tentang Penyelesaian Kasus Pertanahan seperti adanya surat pengaduan yang tidak sesuai dengan lampiran 1 sampai berita acara hasil dari mediasi yang tidak boleh didaftarkan pada Kepaniteraan Pengadilan Negeri setempat. Kasi penanganan masalah sengketa, konflik dan perkara pertanahan Kantor  Pertanahan Nasional di wilayah Madura merupakan mediator sekaligus sebagai pihak ketiga yang netral dalam menyelesaikan sengketa pertanahan. Pelaksanaan kewenangan mediator tidak bisa menjalankan kewenangan atribus. Mediator hanya mempunyai kewenangan memfasiltasi, mengarahkan dan mengatur jalannya mediasi.

",24
MENYETUBUHI MAYAT DALAM PERSPEKTIF HUKUM PIDANA MATERIIL, Ach. Eli Fadlal," Dr. Erma Rusdiana., S.H., M.H. ","Dr. Eny Suastuti., SH., M. Hum","ABSTRAK

Menyetubuhi dapat didefinisikan sebagai aktifitas/ hubungan seksual yang umum dilakukan untuk memperoleh kenikmatan seksual atau untuk proses memperoleh anak, namun pada perkembangannya menyetubuhi juga terjadi terhadap wanita yang sudah menjadi mayat,  bagi penegak hukum tentu hal ini menjadi masalah, karena di dalam Kitab Undang-Undang Hukum Pidana (KUHP) belum diatur. Dalam penelitian tesis ini menggunakan jenis penelitian hukum normatif dan menggunakan pendekatan kasus (case approach) dan pendekatan perundang-undangan (statute approach). Analisis bahan hukum menggunakan penelitian preskriptif. Hasil penelitian tesis ini adalah perbuatan menyetubuhi mayat merupakan perbuatan yang tercela dan bersifat melanggar hukum materiil, karena bertentangan dengan norma agama, norma adat dan norma susila. Dan perbuatan menyetubuhi mayat dapat dipidana dengan menggunakan Pasal 406 ayat (1) KUHP tentang merusak barang orang lain, karena menyetubuhi mayat juga bisa ditafsirkan melalui penafsiran teleologis (Extensieve Teleologis) merusak barang orang lain.
Kata Kunci : Menyetubuhi, Mayat, Hukum Pidana Materiil.
",24
"ANALISA HUKUM SELEKSI PENERIMAAN APARATUR
SIPIL NEGARA BERBASIS TEKNOLOGI INFORMASI
DALAM MENCEGAH TINDAK PIDANA KORUPSI"," Iwan Santoso, S.H."," Dr. Yudi Widagdo Harimurti., S.H., M.H.","Dr. Wartiningsih., SH., M. Hum","Aparatur Sipil Negara adalah profesi bagi pegawai negeri sipil dan pegawai
pemerintah dengan perjanjian kerja yang bekerja pada instansi pemerintah. setiap
warga negara Indonesia mempunyai hak dan kesempatan yang sama untuk melamar
menjadi aparatur sipil negara setelah memenuhi persyaratan yang telah ditentukan
dalam managemen aparatur sipil negara.
Metode penelitian yang diginakan adalah penelitian yuridis normatif, yang
dilakukan dengan cara meneliti peraturan perundang-undangan serta bahan pustaka
yang disusun secara sistematis, dikaji dan dapat ditarik kesimpulan dalam
permasalah yang diteliti.
Hasil penelitian ini adalah sebuah upaya untuk manjadikan mekanisme
ataupun tahapan dalam seleksi penerimaan aparatur sipil negara yang bebas dari
korupsi, kolusi, dan nepotisme dengan sistem seleksi yang berbasis teknologi dan
informasi yaitu CAT (Computer Assited Test).
Kata kunci : Aparatur Sipil Negara, sistem penerimaan, CAT (Computer
Assited Test).",24
Penyelesaian Tindak Pidana yang Dilatarbelakangi Agama atau Aliran Kepercayaan oleh Kepolisian," BUNTORO, S.H"," Dr. Deny Setya Bagus Yuherawan, S.H.,M.S","Dr. Syamsul Fatoni, S.H.,M.H.","Pasal 28E ayat (1) Undang-Undang Dasar Negara Republik Indonesia Tahun 1945 menyatakan “Setiap orang bebas memeluk agama dan beribadat menurut agamanya, memilih pendidikan dan pengajaran, memilih pekerjaan, memilih kewarganegaraan, memilih tempat tinggal di wilayah negara dan meninggalkannya, serta berhak kembali”. Pidana merupaka sarana yang dapat digunakan pemerintah untuk memberantas kejahatan. Namun demikian, upaya pencegahan terhadap terjadinya tidak pidana juga tidak kalah penting demi terciptanya kerukunan masyarakat.
Metode pendekatan dalam Tesis ini adalah Pendekatan undang-undang dilakukan dengan menelaah semua undang-undang dan regulasi yang bersangkutan dengan isu hukum yang diteliti, dalam hal ini adalah konsep upaya preventif dan represif. Pendekatan kasus, yang perlu dipahami adalah ratio decidendi, yaitu alasan-alasan hukum yang digunakan oleh hakim untuk sampai kepada putusannya.
Tujuan penelitian ini adalah untuk mengetahui dan menganalisis penerapan upaya represif dan upaya preventif terhadap tindak pidana yang dilatarbelakangi oleh agama atau kepercayaan. Sementara itu, manfaatnya untuk teoritis agar memberikan manfaat pada pembangunan ilmu hukum pidana di Indonesia, dapat dijadikan sebagai acuan untuk penelitian selanjutnya, sedangkan untuk kepentingan praktis yaitu untuk dapat memberikan manfaat bagi masysarakat untuk memahami terkait upaya represif dan preventif terhadap tindak pidana yang dilatarbelakangi oleh agama atau kepercayaan.
Menanggulangi tindak pidana yang dilatarbelakangi agama dan kepercayaan dapat menggunakan upaya represif. Upaya represif yang dimaksud adalah penggunaan Restorative Justice dan melalui proses peradilan (hukum acara pidana). Sedangkan, upaya Preventif diharapkan dapat menjadi solusi dalam mencegah terjadinya tindak pidana yang dilatarbelakangi agama dan kepercayaan. upaya preventif yang dapat dijalankan adalah optimalisasi peran pendidikan, kearifan lokal, serta dakwah pemuka agama.

Kata Kunci: Upaya Preventif, Upaya Represif, Agama
 
",24
"ASPEK HUKUM KEWENANGAN PENGEMBANGAN KAWASAN INDUSTRI MADURA DI KAKI SURAMADU SISI MADURA
(ANALISIS KONFLIK KEWENANGAN ANTARA PEMERINTAH DAERAH DAN BADAN PENGEMBANGAN WILAYAH SURAMADU)", Rachmad Hidayat," Dr. Safi, SH, MH","Dr. Nuruz Zaman, SH, MH","Research conducted in this thesis is normative legal research, namely research conducted by conducting a review of applicable laws and applied to a particular legal problem. The research aims (1) Analyzing the authority arrangements of BPWS, the Bangkalan Regency Government and the Government of East Java Province in the Development of the Madura-Side Industrial Zone. (2) Analyzing the suitability of the authority possessed by BPWS with the regional autonomy law.The establishment of BPWS caused a conflict of norm between Presidential Decree No. 27 of 2008 with Law Number 32 of 2004 concerning Regional Government. The Act explained that the regency government was given authority in managing development and regional revenue sources to be managed by themselves, so that the regional government was increasingly empowered and independent. Regional autonomy is actually a correction of past policies that tend to adhere to centralism. With the granting of autonomy, local governments can make the regions develop more. With regional autonomy, local governments no longer depend on the central government.",24
