Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
Formulasi Optimum Cookies  Ganyong Menggunakan CMC (carboxy methyl cellulose), Tri Tyas Listyaningrum," Burhan, STP. MT",Dr. Ummi Purwandari,"Ganyong memilki potensi yang cukup banyak, salah satu potensinya adalah bisa dijadikan tepung.Tepung ganyong diharapkan bisa mensubstitusi tepung terigu dalam pembuatan cookies, dan CMC ditambahkan untuk memperbaiki kenampakan dan tekstur cookies. Penelitian ini bertujuan (i) untuk mengetahui pengaruh penggunaan tepung ganyong dan penambahan CMC (ii) untuk mengetahui formulasi optimum cookies ganyong serta respon panelis terhadap cookies ganyong. Metode Response Surface Methodology (RSM) dipilih untuk mengoptimalkan faktor-faktor yang berpengaruh terhadap hardness cookies dan ANOVA untuk mengetahui uji kesukaan terhadap cookies ganyong berdasarkan atribut warna, aroma, rasa, kerenyahan tekstur dimulut dan kesukaan secara umum . Proporsi tepung ganyong dan konsentrasi CMC dirancang menggunakan desain Central Composite Rotate Design (CCRD) masing-masing 5 level, yakni proporsi tepung labu 0%, 25 %, 50%, 75%, 100%, dan konsentrasi gum arab 0%, 0,2%, 0,4%, 0,6%, 0,8%. Analisis data dilakukan menggunakan software minitab 14 model second order polinomial dan SPSS. Hasil penelitian menunjukkan penggunaan tepung ganyong yang tinggi dan CMC yang rendah cenderung menurunkan hardness, sedangkan penggunaan tepung labu yang tinggi dan konsentarsi CMC tinggi cenderung menaikkan hardness cookies. Formulasi optimum cookies ganyong dapat dimodelkan melalui persamaan matematis: 
Y = 12450,4 - 233,6x1 - 11637,1x2 + 1,3x12  + 3103,0x22  + 223,6x1x2 dari persamaan didapatkan formulasi optimum cookies ganyong dalam penggunaan tepung ganyong 50-100% dan konsentrasi CMC 0-0,2%. Uji kesukaan dianalisis menggunakan software SPSS® menunjukkan bahwa panelis menyukai produk cookies ganyong yang memiliki konsentrasi tepung ganyong 50% dan konsentrasi CMC 0%. 

Kata kunci: tepung ganyong, CMC, cookies, RSM",Teknologi Industri Pertanian
"ANALISIS PENINGKATAN KUALITAS TAHU DENGAN PENDEKATAN QUALITY FUNCTION DEPLOYMENT
(Studi Kasus di UD. Sumber Makmur Kamal - Bangkalan)
", HOTIB," Millatul Ulya, S.TP., MT.","Iffan Maflaha, S.TP., M.Si.","Perkembangan usaha bisnis saat ini semakin pesat ditandai dengan tingkat persaingan antar perusahaan yang semakin tinggi. Perusahaan dituntut untuk melakukan peningkatan kualitas produk atau jasa sesuai dengan keinginan pelanggan. UD. Sumber Makmur yang terletak di Kamal Kabupaten Bangkalan merupakan salah satu perusahaan yang bergerak dalam industri makanan, yaitu tahu (tofu). Menciptakan sebuah produk yang sesuai dengan keinginan pelanggan dibutuhkan sebuah riset yang sangat tepat. Metode yang biasa digunakan untuk pengorganisasian, pengembangan dan peningkatan kualitas produk adalah metode Quality Function Deployment (QFD) melalui rancangan House of Quality (HOQ). Tujuan penelitian ini adalah (1) identifikasi persyaratan pelanggan dan persyaratan teknik UD. Sumber Makmur, (2) Mengkaji penerapan Quality Function Deployment (QFD) dalam usaha meningkatkan kualitas tahu UD. Sumber Makmur, (3) Menganalisis hasil matriks House of Quality UD. Sumber Makmur. Analisis kualitas tahu UD. Sumber Makmur menggunakan metode QFD dengan cara menetukan matriks HOQ. Persyaratan pelanggan UD. Sumber Makmur adalah keamanan produk, kandungan gizi, bau, daya simpan lama, tekstur, rasa, warna dan harga. Persyaratan teknis UD. Sumber Makmur adalah kedelai, jenis koagulan, jumlah koagulan, pengawet, tingkat keasaman (pH), waktu perendaman, suhu koagulasi, kadar protein, kadar lemak, kadar karbohidrat, tingkat pengepresan, suhu perendaman, jumlah bakteri E. colli, jumlah bakteri Salmonella, kadar timbal, kadar tembaga, kadar seng, kadar timah, kadar raksa, kadar arsen. Prioritas persyaratan pelanggan UD. Sumber Makmur yang pertama adalah keamanan produk. Prioritas persyaratan teknis UD. Sumber Makmur yang pertama adalah kedelai. Perusahaan belum dapat memprioritaskan aspek persyaratan pelanggan berupa keamanan produk sebagai prioritas pertama seperti yang diharapkan pelanggan.

Kata kunci: Kualitas, Tahu,  QFD, Matrik HOQ
",Teknologi Industri Pertanian
PEMILIHAN METODE EKSTRAKSI MINYAK ATSIRI TEMBAKAU, BAGUS PRIADI SETIAWAN," SUPRIYANTO, STP. MP.","RAHMAD FAJAR SIDIK, S.Si., M. Si.","ABSTRAK
Daun tembakau madura merupakan daun tunggal, bertangkai di batang, membentuk sudut 41°-60° dengan batang, dan tersusun secara spiral. Filotaksi merupakan karakter yang menunjukkan posisi susunan daun di batang. Pada proses ekstraksi bahan baku tembakau kontak langsung dengan air yang berfungsi untuk menyuling minyak atsiri, biasanya dikenal dengan penyulingan dengan air (water destilation). Prinsip kerjanya adalah membuat air mendidih hingga suhu yang dikehendaki tercapai, kemudian uap dari air yang bercampur bahan baku dihubungkan dengan kondensor. Uap berubah menjadi zat cair yang berisi campuran air dan minyak. Pemisahan minyak atsiri tembakau ini dapat dilakukan dengan pelarut dichloromethane. Pemisahan dilakukan dengan cara memasukkan 100 ml ekstrak penyulingan daun tembakau yang masih bercampur air, kemudian diberi pelarut dicholromethane sebanyak 25 ml dan dikocok selama tujuh kali kocokan atau sekitar satu menit. Pengocokan dilakukan tiga kali ulangan hingga pelarut dichloromethane mengikat minyak atsiri daun tembakau, dan hasil ekstraksi cair-cair tersebut dilakukan pemisahan lagi menggunakan alat rotary evaporator. Dari hasil pemisahan menggunakan pelarut ini dihasilkan rendemen minyak atsiri sebesar 2,65%. Minyak atsiri hasil ekstraksi ini lebih murni dan berwarna kekuningan dengan bau harum khas tembakau. Minyak atsiri ini bersifat vollatile, sehingga setelah dipisahkan dari pelarutnya harus segera dimasukkan ke dalam tabung vial. Proses ekstraksi penyulingan dengan air (water destilation) dipilih karena bahan tidak terpapar suhu yang terlalu tinggi sehingga minyak atsiri yang dihasilkan berkualitas bagus, bahan bakar lebih efisien, dan tekanan dan suhu dapat diatur sesuai yang diperlukan.

Kata Kunci : Tembakau Madura, Proses Ekstraksi
",Teknologi Industri Pertanian
PERANCANGAN ULANG TATA LETAK FASILITAS PADA BAGIAN PRODUKSI DI PT. AEROWISATA CATERING SERVICE, Nia Orchidyawati," Iffan Maflahah, STP, M.Si","Sri Hastuti, S.Pt, MP","Kepuasan konsumen merupakan fokus utama dari kinerja PT. Aerowisata Catering Service sehingga perbaikan-perbaikan dalam performansi kerja sangat penting dilakukan yang salah satunya adalah perbaikan tata letak fasilitas pabrik.  Perbaikan fasilitas ini penting dilakukan agar proses produksi dapat berjalan efektif dan efisien sehingga OMH (Ongkos Material Handling) dapat dikurangi.  Penelitian ini bertujuan untuk mendapatkan rancangan tata letak fasilitas produksi yang optimal dengan mengurangi total jarak tempuh pemindahan bahan sehingga didapatkan persen penurunan OMH.  Metode algoritma CRAFT (Computerized Relative Allocation of Facilities Techniques) dipilih untuk menghasilkan bentuk tata letak yang efisien dengan mempertukarkan 2 departemen dan mereduksi layout cost dari tata letak awal.  Hasil rancangan terbaik pada lantai 1 diperoleh pada iterasi ke-11 yaitu dengan mempertukarkan departemen bakery, pastry, pre-cut vegetable, receiving, butcher GRIU, bakery store dan HQA sedangkan pada lantai 2 diperoleh hanya sekali iterasi saja yaitu dengan menukarkan  equipment store dan bonded store.  Hasil perhitungan tata letak lantai 1 diperoleh penurunan total jarak sebanyak 1.605,506 m dan tata letak lantai 2 sebanyak 91,27 m.  Hasil perhitungan total OMH tata letak usulan lantai 1 sebesar Rp. 1.568.024 atau menurun sebesar 21,05 % dan pada lantai 2 sebesar Rp. 237.998 atau menurun sebesar 16,75 %.


Kata kunci: perbaikan fasilitas, algoritma CRAFT, ongkos material handling

",Teknologi Industri Pertanian
"PENGOLAHAN LIMBAH GARAM (BITTERN)
MENJADI STRUVITE DENGAN PENGONTROLAN pH
", Iswahyudi," Laila Khamsatul Muharrami, S.Si., M.Si ","Supriyanto, STP., MP","Limbah garam Madura selama ini masih kurang optimal pemanfaatannya, padahal limbah garam berpotensi untuk dijadikan pupuk berpelepas lambat sejenis struvite yang bernilai ekonomis. Tujuan penelitian ini yaitu untuk mengetahui rendemen dan kandungan unsur dalam pembuatan pupuk berpelepas lambat sejenis struvite dengan pengontrolan pH. Metode yang digunakan dalam pembuatan struvite yaitu menggunakan metode titrasi asam basa, pemisahan rendemen dengan larutan sisa dan pengeringan rendemen. Untuk menganalisis rendemen dan kandungan unsur struvite dengan menggunakan XRD (X-Ray Diffraction) untuk uji kualitatif dan XRF (X-Ray Flourencence) untuk uji kuantitatif. Pengolahan limbah garam untuk pembuatan pupuk berpelepas lambat sejenis struvite dengan titrasi NH3 dengan H3PO4 dan penambahan KOH untuk memperoleh pH yang diinginkan, selanjutnya  analisis rendemen dan kandungan unsur struvite menunjukkan kenaikan dengan adanya pengontrolan pH. Analisis menggunakan pengujian XRD diperoleh pupuk berpelepas lambat yang dihasilkan benar struvite, dan analisis menggunakan pengujian XRF diperoleh kenaikan rendemen dan kandungan unsur struvite yang tinggi pada pH 9.5.",Teknologi Industri Pertanian
PENGOLAHAN LIMBAH GARAM (BITTERN) MENJADI PUPUK STRUVITE DENGAN JENIS BASA KUAT YANG BERBEDA, Wahyu Kanti Dwi Cahyani," Rahman Fajar Sidik, Msi","Millatul Ulya, STP, MT","Limbah garam (bittern) Di Pulau Madura selama ini masih belum dimanfaatkan secara optimal. Perbandingan jumlah garam yang diproduksi dengan bittern yang terbuang dalam satu musim adalah 1:3. Bittern banyak mengandung Mg yang bisa dimanfaatkan sebagai bahan baku pupuk struvite yang bernilai ekonomi tinggi. Penelitian ini bertujuan untuk mengetahui cara pengolahan bittern menjadi pupuk struvite dan jenis struvite yang diperoleh, mengetahui pengaruh jenis basa kuat terhadap rendemen, kandungan unsur dan waktu reaksi serta mengetahui analisa biaya produksi pupuk struvite skala laboratorium. Pengolahan limbah garam menjadi pupuk struvite dengan cara titrasi asam (Mg,H3PO4, NH3) dan basa (KOH/Ca(OH)2/NaOH). Pupuk yang dihasilkan dianalisa dengan uji XRD dan XRF. Keberadaan jenis struvite diperoleh menggunakan analisis software match dengan hasil terdapat struvite dan struvite analog pada penambahan basa kuat KOH dan jenis struvite analog saja ketika penambahan basa kuat Ca(OH)2 dan NaOH. Nilai rendemen tertinggi ketika penambahan jenis basa kuat Ca(OH)2. Kandungan unsur Mg dan P tertinggi ketika penambahan jenis basa kuat KOH. Waktu reaksi yang paling singkat ketika pemberian jenis basa kuat NaOH yaitu 30 menit 5 detik. Pemberian jenis basa kuat berpengaruh terhadap rendemen, kandungan unsur dan waktu reaksi karena nilai energi ionisasi Ca(OH)2>KOH>NaOH. Biaya proses produksi pupuk struvite masih mahal dibandingkan dengan harga jual pupuk struvite. Kesimpulan penelitian ini adalah (Bittern) dapat diolah kembali menjadi pupuk struvite dengan metode titrasi asam basa. jenis basa kuat KOH menghasilkan struvite sedangkan NaOH dan Ca(OH)2 menghasilkan struvite analog. Rendemen terbanyak diperoleh ketika jenis basa kuat Ca(OH)2. Waktu reaksi yang singkat ketika jenis basa kuat NaOH.Biaya proses produksi masih terbilang mahal.
Kata Kunci : Bittern, struvite, struvite analog, basa kuat, biaya proses produksi",Teknologi Industri Pertanian
PEMILIHAN ALTERNATIF PRODUK AGROINDUSTRI BERBASIS JAGUNG DI BANGKALAN, Linda Febriani," Banun Diyah Probowati, STP.MSi",Ir. Muhammad Fakhry. MP,"Jagung merupakan bahan pangan yang sangat familiar di masyarakat namun belum dimanfaatkan secara maksimal. Konsumsi masyarakat Bangkalan sendiri hanya sekitar 5,840 ton, dan surplus sebesar 142.563 ton. Petani jagung lebih banyak menjual jagung keluar daerah karena belum ada agroindustri berbasis jagung dari hasil panen dari petani jagung di Bangkalan. Tujuan penelitian ini adalah untuk memperoleh faktor-faktor atau kriteria yang berpengaruh dalam pengembangan agroindustri jagung dan memilih alternatif produk olahan jagung yang bisa direkomendasikan untuk didirikan di Bangkalan.
Metode yang digunakan untuk penelitian ini berupa metode analisis berjenjang (the Analytical Hierarchy Process/AHP) dan pengolahan data dengan menggunakan software expert choice. Konsep metode ini adalah mengubah nilai-nilai kualitatif menjadi nilai kuantitatif agar keputusan-keputusan yang diambil bisa lebih obyektif dengan menggunakan pendapat pakar. Permasalahan tentang pemilihan alternatif agroindustri jagung dengan metode ini dapat disederhanakan dalam sebuah struktur hierarki yang mudah dipahami. Hirarki ini terdapat beberapa faktor/kriteria yang berpengaruh dan alternatif agroindustri produk olahan dari jagung yang dapat didirikan di Bangkalan.
Hasil penelitian menunjukkan bahwa penyusunan hirarki pemilihan alternatif agroindustri dengan beberapa kriteria yaitu sumber daya manusia, metode proses, bahan baku, dampak lingkungan, peluang pasar, dan investasi. Alternatif agroindustri untuk penyusunan hirarki adalah keripik jagung/tortilla, dodol jagung, mi jagung, tepung jagung dan pakan ternak. Faktor kriteria yang paling penting terhadap pemilihan agroindustri jagung di Bangkalan adalah kriteria peluang pasar dengan bobot tertinggi sebesar (0,233), selanjutnya diikuti sumber daya manusia (0,180), dampak lingkungan (0,162), metode proses (0,157), bahan baku (0,143), dan investasi (0,126). Alternatif pemilihan agroindustri jagung dengan bobot paling besar yaitu keripik jagung/ tortilla (0,238) selanjutnya yaitu dodol jagung (0,216), mi jagung (0,168) , beras jagung (0,140), tepung jagung (0,120), pakan ternak (0,116). Rekomendasi alternatif agroindustri berbasis jagung yang tepat di Bangkalan adalah agroindustri keripik jagung/tortilla.
Kata Kunci : Jagung, Alternatif agroindustri, AHP",Teknologi Industri Pertanian
STRATEGI PENGEMBANGAN AGROINDUSTRI BERBASIS JAGUNG DI KABUPATEN BANGKALAN, Weda Setyo Wibowo," Banun Diyah Probowati, S.TP. MSi","Ir. Umi Purwandari, M. App. Sc. Ph. D","Jagung (zea mays) di Madura memiliki nilai sosial yang tinggi, namun jagung di Kabupaten Bangkalan belum termanfaatkan secara maksimal. Pengembangan agroindustri akan memaksimalkan manfaat hasil komoditas pertanian.Tujuan dari penelitian ini adalah untuk mengidentifikasi faktor internal dan eksternal yang digunakan untuk menyusun strategi pengembangan agroindustri berbasis jagung di Bangkalan. Penelitian ini dilakukan di Kabupaten Bangkalan. Komoditas pertanian yang diteliti adalah tanaman pangan jenis jagung. Metode yang digunakan adalah menggunakan Analisis SWOT. Hasil identifikasi dianalisis dengan menggunakan matrik IFAS-EFAS, matrik IE dan matrik SWOT. Hasil identifikasi terdapat 8 faktor internal yang terdiri dari 4 kekuatan (S) dengan skor tertinggi adalah potensi lahan pertanian di Bangkalan (0,895) dan 4 kelemahan (W) dengan skor tertinggi adalah teknologi produksi yang belum terpenuhi (0.368). Identifikasi faktor eksternal terdiri dari 4 peluang (O) dengan skor tertinggi adalah respon penduduk yang mendukung (0,574) dan 2 ancaman (T) dengan skor lebih tinggi adalah persaingan agroindustri lain (3,59). Matrik IE menunjukan bahwa jika berdiri agroindustri berbasis jagung maka berada pada posisi sel 5 (growth). Matrik SWOT memunculkan 4 strategi yaitu terdiri dari 3 strategi SO, 2 strategi ST, 3 strategi WO, dan 2 strategi WT.
Kata kunci: Zea Mays, Pengembangan Agroindustri, Analisis SWOT",Teknologi Industri Pertanian
Prediksi Suhu Optimum Drying Pada Proses Pengeringan Tembakau Menggunakan Pendekatan Neuro Fuzzy, Qhoyyum Lora Rosyaifa," Millatul Ulya, STP., MT","Burhan, STP., MT","Prediksi suhu drying tembakau dipengaruhi oleh beberapa faktor eksternal, diantaranya kadar air awal tembakau, kadar air tembakau setelah conditioning, dan kadar air akhir tembakau yang diinginkan oleh konsumen.. Koperasi Kareb Bojonegoro dalam pengoperasian drying masih mengandalkan keterampilan seorang pakar untuk memprediksi suhu optimum drying menggunakan hand feeling. Penelitian ini bertujuan untuk memprediksi suhu optimum drying dengan hasil kadar air akhir tembakau sesuai standar sebelum proses packing. Penelitian ini menggunakan pendekatan neuro fuzzy dengan metode berstruktur ANFIS (Adaptive Neuro Fuzzy Inference System). Penelitian ini dilakukan menggunakan software MATLAB 2008. Secara keseluruhan penggunaan ANFIS pada sistem prediksi suhu drying ini mampu memprediksi pola suhu drying yang optimum di Koperasi Kareb Bojonegoro. Sistem ini cukup valid dalam memprediksi suhu drying dengan rata-rata error yang dihasilkan 0.28868 lebih kecil dari nilai 1 (standar error). Dalam sistem ini perlu diperbanyak data input dan output agar prediksi secara keseluruhan dapat lebih tepat dan akurat. Penelitian lebih lanjut diharapkan dapat menambahkan faktor-faktor lain seperti speed drying, waktu, jenis tembakau, dan steam conditioning. 

Kata kunci :	suhu drying, ANFIS, kadar air, tembakau",Teknologi Industri Pertanian
"ANALISIS STRATEGI SWOT UNTUK MEMPERLUAS PEMASARAN PRODUK KURMA SALAK UD BUDI JAYA BANGKALAN

", Moh. Sirat," Rakhmawati,Stp.,Mt","Banun Diyah Probowati,Stp.,Msi",,Teknologi Industri Pertanian
Analisis Sifat Fisik Pancake Dari Pancake Mix Sukun, Yayuk Yuliatin, Ir Umi Purwandari M App Sc.PH.D,"Askur Rahman STP.,MP","Sukun merupakan bahan pangan lokal yang sangat potensial untuk dijadikan tepung karena memililki kandungan karbohidrat yang cukup tinggi. Tepung sukun diharapkan bisa mensubstitusi tepung terigu dalam pembuatan pancake, dan penambahan gum arab serta yeast diharapkan dapat memperbaiki kadar air, densitas dan volume pancake. Penelitian ini bertujuan (i) Mengetahui pengaruh penggunaan tepung sukun dengan penambahan gum arab serta yeast pada sifat fisik (volume dan densitas)  dan kadar air pancake (ii) Mengetahui kondisi optimal penggunaan tepung sukun dengan penambahan gum arab  serta yeast pada pembuatan pancake. Metode Response Surface Methodology (RSM) dipilih untuk mengoptimalkan faktor-faktor yang berpengaruh terhadap parameter kadar air, densitas serta volume pancake. Proporsi tepung sukun, gum arab serta yeast dirancang menggunakan desain Box-Behnken dengan 3 faktor, 3 level dan 15 kombinasi perlakuan. Masing-masing  level, yakni proporsi tepung sukucn 10%, 20%, 30% dan proporsi gum arab 1%, 2%, 3% serta yeast 3%, 4%, 5%. Hasil menunjukkan warna tepung terigu lebih putih daripada tepung sukun. Kandungan pati tepung sukun yaitu 46%. Penggunaan tepung sukun dengan penambahan gum arab serta yeast berpengaruh terhadap kadar air, densitas dan volume pancake. Hasil penelitian menunjukkan bahwa pancake yang baik yaitu pancake dengan kadar air 40%, densitas 0,42 gr/cm3 dan volume 61,4 cm3. Kondisi yang disarankan untuk hasil optimum  pancake pada proporsi tepung sukun 30%, Gum arab 2,7% serta Yeast 5%. Pancake yang baik yaitu pancake yang mempunyai daya kembang sempurna dan densitas yang rendah. Sedangkan kadar air minimum untuk pancake yaitu 40%. Proporsi tersebut menunjukkan proporsi yang optimal dalam membuat pancake. 

Kata Kunci: Pancake, Tepung Sukun, Gum Arab, Yeast, RSM
",Teknologi Industri Pertanian
Kajian Penerapan Good Manufacturing Practices (GMP) Pada Produk Tahu Di Koperasi UD. Sumber Jaya Surabaya., Syahrin Banu Zahra Rahnavad," Darimmiya Hidayati S.TP,MP","Supriyanto,STP ., MP","ABSTRAK
Tahu adalah salah satu jenis makanan yang terbuat dari kedelai dan merupakan pekatan protein dalam keadaan basah. .Penanganan yang kurang tepat akan mengakibatkan produk tahu banyak kehilangan kandungan protein penting serta rentan kontaminasi. Keamanan pangan dan mutu pangan yang menjadi tuntutan konsumen adalah hal yang harus diwujudkan oleh setiap produsen. GMP adalah salah satu hal yang dapat mewujudkan tuntutan konsumen tentang keamanan pangan dan mutu pangan. Tujuan penelitian ini adalah untuk mengkaji tingkat penerapan GMP pada produk tahu di UD Sumber Jaya Surabaya. Metode penelitian yang digunakan adalah observasi lapang, interview, serta study literatur. Penilaian dilakukan terhadap 13 unsur yang ditetapkan Badan Pengawas Obat dan Makanan (BPOM), yaitu lingkungan produksi, bangunan dan fasilitas, peralatan produksi, suplai air, fasilitas dan kegiatan higine dan sanitasi, pengendalian hama, kesehatan dan higiene karyawan, pengendalian proses, label pangan, penyimpanan, manajemen pengawasan, pencatatan dan dokumentasi, serta pelatihan karyawan. Hasil penelitian menunjukkan bahwa penerapan GMP di UD Sumber Jaya Surabaya masih cukup. Oleh karena itu,perlu adanya perbaikan pada setiap unsur untuk memenuhi kriteria baik.  

Kata kunci: Tahu, GMP, UD Sumber Jaya Surabaya
 
",Teknologi Industri Pertanian
"ANALISIS KOMPETITIF PERUSAHAAN TAHU 
UD. SUMBER MAKMUR KAMAL BANGKALAN 
DENGAN PENDEKATAN QUALITY FUNCTION DEPLOYMENT
", Mohammad Muyassir," Millatul Ulya, S.TP.,MT","Sri Hastuti, S.Pt.,MP","ABSTRAK

Pada saat ini kebutuhan pangan merupakan kebutuhan pokok yang harus dipenuhi oleh setiap makhluk hidup. Salah satu produk pangan yang umum dikonsumsi di kalangan masyarakat  adalah tahu (tofu). UD. Sumber Makmur merupakan salah satu perusahaan yang bergerak di bidang  industri makanan yaitu tahu (Tofu). Tujuan penelitian ini adalah untuk mengetahui evaluasi teknis UD. Sumber Makmur Kamal Bangkalan dibandingkan dua perusahaan tahu yang lain dan  tingkat kompetisi perusahaan UD. Sumber Makmur Kamal Bangkalan dibandingkan dengan perusahaan lain. Analisis kompetitif terhadap produk tahu UD. Sumber Makmur menggunakan metode QFD dengan cara menetukan matriks HOQ. Evaluasi teknis UD. Sumber Makmur Kamal Bangkalan dibandingkan dengan UD. Sri Rejeki dan UD. Srikandi, adalah UD. Sumber Makmur lebih unggul dalam hal bahan baku kedelai, jenis koagulan, kadar karbohidrat, kadar protein, kadar lemak, cemaran mikroba / TPC, tingkat keasaman (pH). Tingkat kompetisi perusahaan UD. Sumber Makmur Kamal Bangkalan dibandingkan dengan UD. Sri Rejeki dan UD. Srikandi menurut pelanggan UD. Sumber Makmur lebih baik dalam hal bau (aroma), warna, kandungan gizi tinggi, keamanan produk dibandingkan  UD. Sri Rejeki dan UD. Srikandi.

Kata kunci: Kualitas, Tahu,  QFD, Matrik HOQ
",Teknologi Industri Pertanian
OPTIMASI KAPASITAS PRODUKSI KUE DAN ROTI PADA VISTA BAKERY, EKO HADI PRASETIYO," IFFAN MAFLAHAH, STP.,MSi","MILLATUL ULYA, STP. MT","Salah satu jenis usaha yang mampu bertahan di tengah merosotnya perekonomian di Indonesia  adalah  usaha  industri  kue  dan  roti.  Vista  Bakery  merupakan  salah	satu perusahaan  yang  bergerak dibidang usaha industri kue dan roti, yang berlokasi di Jl. Trunojoyo no. 22 Kamal-Bangkalan. Setiap harinya memproduksi beragam jenis roti, diantaranya roti tawar, roll cake, roti keju, spiku, aneka taart, roti pisang, dan sebagainya. Namun Vista bakery dalam memproduksi kue dan roti tidak menggunakan suatu dasar perhitungan tertentu, sehingga hasil yang didapat kurang maksimal. Jadi perusahaan   perlu	  melakukan   pembenahan 	dalam   perencanaan   produksinya dengan  menggunakan program  linear programming. Pada penelitian kali ini peneliti mencoba menggunakan metode simpleks dengan bantuan sowtfare LINDO (Linear Interacvtive Discrete Optimizer) sehingga diharapkan dapat memberikan masukan dan pertimbangan  dalam  mengambil  keputusan  pada  proses  perencanaan  produksi  serta dapat	memenuhi	target	produksi	untuk	mendapatkan	keuntungan	maksimum. Berdasarkan hasil olahan model Integer Linear Programming (ILP), Vista Bakery sebaiknya memproduksi roti tawar, roti greem, roti keju, roll gulung, roll mini, spiku, dan kue sus masing-masing sebanyak 13 unit, 63 unit, 86 unit, 39 unit, 40 unit, 19 unit, dan 31 unit. Faktor yang sangat mempengaruhi jumlah produksi kue dan roti untuk memperoleh keuntungan maksimal adalah adanya persediaan bahan baku tepung. Peningkatan bahan baku tepung dan jam tenaga kerja langsung (skenario III) akan mengakibatkan  peningkatan  keuntungan  sebesar  Rp.  7.700,-  dibandingkan  dengan kondisi optimal awalnya.",Teknologi Industri Pertanian
ANALISIS DISTRIBUSI DAN TRANSPORTASI RANTAI PASOKAN KETELA RAMBAT DI KECAMATAN PACET KABUPATEN MOJOKERTO, Doris Angga Reko," Iffan Maflahah, STP. MSi","Supriyanto, STP. MP","Doris Angga Reko. 07.03.3.1.1.0007 . ANALISIS DISTRIBUSI DAN TRANSPORTASI RANTAI PASOKAN KETELA RAMBAT DI KECAMATAN PACET KABUPATEN MOJOKERTO. Di bawah Bimbingan : Iffan Maslahah, STP. MSi dan Supriyanto, STP. MP

Abstrak

Ketela Rambat merupakan salah satu komoditi bahan makanan pokok. ketela rambat merupakan komoditi pangan penting di Indonesia dan diusahakan penduduk mulai dari daerah dataran rendah sampai dataran tinggi. Ketela Rambat merupakan salah satu komoditi unggulan di Kabupaten Mojokerto.
Analisis efisiensi rantai pasokan komoditas ketela rambat di Kota Mojokerto diharapkan dapat memberikan gambaran ketersediaan pasokan ketela rambat sebagai pertimbangan pengelolaan supply chain bagi industri pengolahan ketela rambat dan dapat dijadikan pertimbangan bagi pihak pengelola pasar untuk mengadakan sistem pemasokan yang lebih efisien. Penelitian ini bertujuan untuk (1) Menentukan model rantai pasok di Kecamatan Pacet Mojokerto dan (2) Meminimumkan biaya transportasi.
Terdapat 28 aliran rantai pasokan di Kecamatan Pacet Kabupaten Mojokerto. Berdasarkan analisis untuk meminimumkan biaya transportasi dengan menggunakan Metode LINDO didapatkan hasil  Jumlah kebutuhan pasokan ketela untuk pasar Sajen 112.000 kg/bulan, pasar Dlanggu 98.000 kg/bulan, pasar Kutorejo 105.000 kg/bulan, pasar Gondang 80.000 kg/bulan, pasar Legi 60.000 kg/bulan, dan industri ketela 45.000 kg/bulan. Biaya transportasi yang optimal untuk rantai pasokan adalah sebesar Rp. 76.515.000
",Teknologi Industri Pertanian
"KAJIAN PENERAPAN GOOD MANUFACTURING PRACTICES (GMP) DI AMDK NURI
(Studi Kasus : AMDK NURI CV. Banyuanyar, Pamekasan)
", Abdur Rohim," Darimiyya Hidayati, STP., MP","Sri Hastuti, SPt., MP","Air Minum Dalam Kemasan NURI merupakan produk CV. Banyuanyar yang mulai beroperasi pada tahun 2010 dan masih belum memiliki ijin dari BPOM dan SNI sehingga perlu adanya pembentukan manajemen mutu. Oleh karena itu perlu adanya pengkajian tingkat penerapan Good manufacturing Practices (GMP). Tujuan dari penelitian ini adalah mengetahui penerapan GMP Produk AMDK “NURI” CV. Banyuanyar. Metode penelitian ini adalah observasi lapangan, wawancara dan studi kepustakaan. Menurut BPOM, Ada 13 unsur yang telah di tetapkan untuk mengkaji penerapan GMP. Hasil penelitian menunjukkan bahwa dari 13 unsur tersebut 4 unsur utama yaitu  suplai air, pengendalian hama, kesehatan dan higiene karyawan, serta pengendalian proses. mendapatkan nilai baik, masing-masing mendapat nilai baik (B), kurang (K), cukup (C), dan baik (B). Sembilan unsur yang lain yaitu lingkungan produksi, bangunan dan fasilitas, peralatan produksi, fasilitas dan kegiatan higiene dan sanitasi, label pangan, penyimpanan, manajemen pengawasan, pencatatan dan dokumentasi, dan pelatihan karyawan masing-masing mendapat nilai cukup (C), cukup (C), cukup (C), kurang (K), kurang (K), cukup(C), baik (B), cukup (C), dan cukup (C). Untuk meningkatkan nilai GMP menjadi lebih baik, sebaiknya perusahaan memperbaiki kelemahan-kelemahan yang ada dan Perlu dilakukan penyusunan standar operasional prosedur (SOP) yang baku pada proses produksi sebagai bentuk rekomendasi.


Kata Kunci: Air Minum Dalam Kemasan, GMP dan CV. Banyuanyar
",Teknologi Industri Pertanian
